count,reward,mean_reward
812,783.6787409769414,0.9651216021883515
924,872.2908438430617,0.9440377097868633
840,793.9913617442725,0.9452278116003243
1061,933.657077342779,0.8799783952335334
875,826.4401499722287,0.9445030285396899
964,906.874439811862,0.9407411201367862
857,807.7388345834192,0.9425190601906875
846,768.0923314471228,0.9079105572661026
858,822.6023436607235,0.9587439902805635
976,857.0794671736276,0.8781551917762578
1079,942.3748532375541,0.8733779918791048
859,787.1130193753478,0.9163131773869008
857,781.178725487044,0.911527100918371
864,808.2134359179723,0.9354322174976532
1013,846.7599699403294,0.8358933563083212
833,710.9711584093772,0.8535067928083759
1097,874.0297301281503,0.796745424000137
925,809.5491647795003,0.8751882862481084
953,841.4847273748661,0.8829850234783485
1088,891.6496540934713,0.8195309320712053
864,788.1669022553313,0.9122302109436704
826,778.4921000001453,0.9424843825667619
1094,948.5021500614839,0.8670037934748482
849,786.3081689510562,0.9261580317444714
850,795.6916306615612,0.9361078007783074
860,798.6355398432535,0.9286459765619226
1022,853.103938008941,0.8347396653707837
973,801.298394705354,0.8235338075080719
1055,873.5928512684532,0.8280500959890551
946,855.2539071545618,0.9040738976263867
920,835.6844048753319,0.908352613994926
942,821.067864991622,0.8716219373584098
1090,901.1591448264179,0.8267515090150623
994,835.2373609548179,0.8402790351658127
987,860.5133675603408,0.8718473835464446
858,766.9296118188537,0.8938573564322304
1004,872.3689643304343,0.8688933907673648
1058,865.636202976564,0.8181816663294557
1091,911.3575824581061,0.8353415054611422
995,854.450109451062,0.8587438285940321
1027,914.5251595993709,0.8904821417715394
905,836.7920179720828,0.92463206405755
854,773.6534847093088,0.9059174294020009
1079,890.8960149125589,0.8256682251274874
812,751.5424757850957,0.9255449209176055
1075,888.5270871822486,0.8265368252858126
1043,893.6492449061199,0.8568065627096068
841,751.5896457707094,0.8936856667903798
930,822.884457622037,0.8848219974430505
1041,872.5142976637645,0.8381501418479966
892,837.1846416037557,0.9385478044885154
879,834.0306885342773,0.9488403737591322
962,871.7921110749116,0.9062288056911764
827,768.8046143810683,0.929630730811449
867,790.3198162475004,0.9115568814850062
877,802.7442976703427,0.9153298719160122
1019,856.7597371144714,0.8407848254312771
1059,882.5581778152081,0.8333882698916034
827,758.3593854569607,0.9170004660906417
1039,873.470358842361,0.8406836947472194
1043,899.8070338556536,0.8627104830830811
1036,858.3039495791569,0.828478715809997
1028,831.68903626786,0.8090360274979184
1033,865.9570471575055,0.8382933660769656
829,796.0506422030207,0.9602540919216173
990,868.6052503969701,0.8773790408050203
1074,893.7504013003555,0.832169833612994
1072,914.2090788363487,0.8528069765264447
857,769.5079626038298,0.8979089411946672
997,887.4202174229084,0.8900904888895772
955,836.2995371269429,0.8757063215988932
818,752.5207484876602,0.9199520152660883
1072,837.4363710309844,0.7811906446184557
986,800.0120184701798,0.8113712154869978
1097,841.7558141213946,0.7673252635564216
867,816.3509613329998,0.9415812702802765
875,816.2867551993921,0.9328991487993052
882,820.6696318186649,0.9304644351685544
862,793.8774122338278,0.920971475909313
851,823.2793015954917,0.9674257363049256
817,795.7803874866227,0.9740274020644096
960,880.7933087166557,0.917493029913183
967,863.186561159837,0.892643806783699
866,806.265938946493,0.9310230241876362
1051,844.9856437221657,0.8039825344644774
853,756.837543266267,0.887265584133959
983,826.8348204529948,0.8411341001556407
984,849.944205401109,0.8637644363832409
1082,787.6984108826388,0.7280022281724943
996,815.0838782447696,0.8183573074746683
956,815.0829350982395,0.8525972124458573
813,782.2209705014513,0.9621414151309364
1085,915.4310558603443,0.8437152588574601
1062,935.8418270943423,0.8812069934974974
1096,905.571140651804,0.826251040740697
1068,884.4181291516215,0.8281068625015183
903,808.753577194528,0.8956296535930542
850,814.3684341128983,0.9580805107210568
920,834.7085218926752,0.907291871622473
912,827.6059110540025,0.9074626217697396
