count,reward,mean_reward
812,768.2078929036551,0.946068833625191
924,836.8562203567423,0.9056885501696345
840,797.8044049499883,0.9497671487499861
1061,926.6250985686167,0.8733507055312127
875,823.4572344251236,0.9410939822001413
964,896.2157696775007,0.9296844083791501
857,815.4181450463674,0.9514797491789584
846,784.1734744420306,0.9269190005224949
858,816.3894410302747,0.9515028450236303
976,850.6420987152948,0.8715595273722282
1079,905.9391339495087,0.8396099480532981
859,782.5232427643655,0.910970014859564
857,805.9507856017655,0.9404326553112783
864,809.9802545305463,0.9374771464473916
1013,877.350439208588,0.86609125292062
833,713.637271238829,0.8567074084499748
1097,894.0258584675651,0.814973435248464
925,829.904086166997,0.8971936066670237
953,866.8339317423264,0.9095843984704369
1088,885.4939142338842,0.8138730829355554
864,799.32498587932,0.9251446595825463
826,786.037156846705,0.9516188339548487
1094,981.4449073180791,0.8971160030329791
849,775.4392314504183,0.9133559852183961
850,784.421319537343,0.9228486112204036
860,804.9856022120739,0.9360297700140394
1022,889.2610685301412,0.8701184623582595
973,818.1703362422577,0.8408739324175311
1055,872.1285220870392,0.826662106243639
946,859.8846467223144,0.9089689711652372
920,816.4935068375862,0.8874929422147676
942,816.341068674664,0.8666041068733163
1090,888.3786084333292,0.8150262462691094
994,826.4448018282495,0.8314334022416997
987,883.2284006562205,0.8948616014754007
858,778.3544777506077,0.9071730509913842
1004,878.432544041074,0.8749328127899144
1058,866.3098103015863,0.818818346220781
1091,908.3132994342166,0.8325511452192635
995,857.1855174428831,0.8614929823546564
1027,910.6280052269601,0.8866874442326778
905,817.1720711840425,0.9029525648442458
854,790.6650338297378,0.925837276147234
1079,902.0014846690998,0.8359605974690453
812,771.3710976665254,0.9499644059932579
1075,914.8875547726404,0.8510581904861771
1043,904.2669551664757,0.8669865341960457
841,759.5821584982288,0.9031892491060984
930,838.4912785039168,0.9016035252730288
1041,884.0066693602727,0.8491898841116933
892,819.0313849091054,0.9181966198532572
879,845.6917420580338,0.9621066462548735
962,870.3815793596815,0.9047625565069454
827,786.177868480509,0.9506382932049686
867,806.8553258737893,0.9306289802465851
877,819.0785151276777,0.9339549773405675
1019,892.6980448948774,0.8760530371882997
1059,886.6820830129178,0.8372824202199413
827,771.4773818201597,0.9328626140509791
1039,885.3430996429342,0.8521107792521022
1043,913.2183888121498,0.8755689250356182
1036,869.8376857266483,0.839611665759313
1028,841.4072431162334,0.8184895361052854
1033,871.8668884230624,0.8440144128006413
829,791.3850252540554,0.954626085951816
990,883.3614103702921,0.8922842528992849
1074,888.644177247161,0.8274154350532226
1072,915.2061620189029,0.8537370914355438
857,788.4432153466188,0.9200037518630324
997,901.7757999278987,0.904489267731092
955,835.1789828578779,0.8745329663433277
818,737.9947412621538,0.9021940602226819
1072,877.5815736623331,0.8186395276700869
986,814.4232831116105,0.8259871025472724
1097,871.4637309348759,0.7944063180810172
867,801.7957958567637,0.9247933054864633
875,822.0400073353944,0.9394742940975936
882,827.1553929144019,0.9378179057986415
862,806.8748962492857,0.9360497636302618
851,830.9438824712448,0.976432294325787
817,784.7450255587923,0.9605202271221449
960,868.3981061008031,0.9045813605216699
967,876.3559130880075,0.9062625781675362
866,810.4985380519602,0.9359105520230487
1051,844.1676419406289,0.803204226394509
853,756.0036352189726,0.8862879662590535
983,828.9075123641139,0.8432426371964536
984,855.7269486675037,0.8696412079954307
1082,803.2194474282703,0.7423469939263126
996,810.3710720027284,0.8136255742999281
956,828.7701423584667,0.8669143748519527
813,791.977061654041,0.9741415272497429
1085,945.6599287508791,0.8715759711989669
1062,941.7880760587934,0.886806097983798
1096,913.6326311853659,0.8336064153151148
1068,894.3032914321179,0.8373626324270768
903,817.4260667437974,0.9052337394726439
850,817.4645658411403,0.9617230186366356
920,848.7635691136962,0.9225690968627133
912,842.7054847565732,0.9240191718822075
