total_reward,mean_reward
1114.5854445151354,0.9288212037626128
1172.4845066355733,0.9787015915155036
1301.8568839991904,0.976636822204944
1311.5238720772468,0.9816795449679991
1365.1089490248546,0.9892093833513439
1118.7683340566782,0.9971197273232426
1128.166918472126,0.9957342616700142
1353.9378584533465,0.9811143901835844
1298.293636963218,0.9857962315590114
1346.8013307762842,0.9873910049679503
1153.1321529611748,0.9966570034236601
1313.2889444211614,0.9866934218040281
1105.835252265446,0.9674849101185004
1133.5924764843548,0.8250309144718739
1046.0840254490931,0.94668237597203
1254.7832889432452,0.9887969180009812
1348.8197625750595,0.9910505235672736
1136.993922808435,0.9904128247460234
1250.444196739354,0.9916290219979017
1257.021468564499,0.9936928605252956
1103.3569401253467,0.9949115781112233
1170.7165726371218,0.9963545299039335
1304.817953762597,0.9810661306485692
1121.699741232686,0.9720101743784106
1181.3487497755118,0.9420643937603762
1071.4343213027469,0.9740312011843153
1100.5669479059504,0.9765456503158388
1274.2408514068375,0.9764297711929789
1079.2186318501176,0.9802167410082813
1283.0788630537425,0.9885045169905566
1258.0143306514485,0.9968417834005139
1285.8977043198258,0.9846077368451959
1264.3997826458503,0.9963749272228923
1352.8468868117359,0.9918232308003929
1325.1231999940765,0.9933457271319913
1289.0377237344146,0.9977072165127048
1342.0860016173365,0.9926671609595684
1137.1613964723467,0.9957630441964507
1127.1239972700048,0.9956925770936438
1244.8183811867937,0.9871676298071321
1142.2278418538867,0.996708413485067
1274.685826081952,0.9664032040045125
1317.7799635717026,0.9446451351768478
1149.0935651537993,0.9871937844963912
1231.9426848426203,0.9879251682779634
1305.268915387699,0.9941118929076155
1255.7699029434489,0.9927034805877066
1273.1998654768618,0.9877423316344932
1098.9206293311754,0.9990187539374322
1241.0893256404647,0.9976602296145215
1292.4043938400625,0.9926301027957469
1200.3317492416147,0.998612104194355
1238.4297117611113,0.9979288571805893
1150.003503765989,0.996536831686299
1250.0348290024394,0.990518881935372
1373.7786733419464,0.9897540874221515
1369.35992738613,0.9830293807509907
1257.0342742949833,0.9937029836323978
1309.6051292341801,0.9898753811293879
1174.351007325316,0.9943700316048399
1137.4516252610072,0.9925406852190289
1195.3288107181345,0.9952779439784634
1210.1447196811441,0.9846580306600033
1257.606138937203,0.9973085955092807
1252.6843872213046,0.9871429371326278
1125.1955808970347,0.9966302753738129
1162.7571268668853,0.9997911666955162
1317.3266409760083,0.9957117467694696
1315.7351584256576,0.9922587921762124
1283.837959941549,0.9733418953309696
1063.517110106301,0.946189599738702
1206.2177762546207,0.9790728703365428
1219.7604347327215,0.9828851206548924
1199.8141800545518,0.9802403431818234
1309.805650602822,0.9945373201236309
1350.9172040405517,0.9969868664505916
1197.9138790874028,0.9957721355672509
1288.437110019832,0.9911054692460247
1145.871613737504,0.9972772965513526
1242.0548191360176,0.993643855308814
1363.9776583789262,0.9948779419248185
1315.7695068379778,0.9945347746318804
1306.899646103895,0.9782182979819574
1293.6379138701627,0.9589606477910769
1129.2848962121761,0.9685119178492076
1291.7541508894842,0.9540281764324108
1177.0781201503828,0.9671964832788683
1240.1216598933515,0.9539397383795012
1242.3976859812649,0.9836877957096317
1171.985784918227,0.9840350838943971
1312.1292212701974,0.9917832360318952
1092.6774273311291,0.993343115755572
1262.4731856925232,0.9964271394573979
1131.184523698581,0.9992796145747181
1304.0124753403688,0.996189820733666
1218.4674527712386,0.9987438137469169
1323.2994819360547,0.9744473357408355
1374.8758542554667,0.9834591232156414
1308.6332459296013,0.9891407754569927
