total_reward,mean_reward
1033,1030.7079176720017,0.9977811400503405
1069,1056.7857889763384,0.9885741711658919
1070,1053.6519423857453,0.984721441482005
1080,1074.7069267994839,0.9950990062958184
1064,1059.1952219146233,0.9954842311227663
1106,1071.6364507902272,0.9689298831738039
1029,1008.9403954182944,0.9805057292694795
1077,1068.3561092018329,0.9919741032514697
1089,1084.9715509352395,0.9963007813914045
1076,1064.8154152536824,0.9896054045108573
1135,1101.9210110144354,0.9708555163122778
1089,1069.7756666270586,0.9823468013104303
1074,1033.9388904315674,0.962699153102018
1060,1037.7453880398289,0.9790050830564423
1116,1063.9637625293253,0.9533725470692879
1070,1041.632969041919,0.973488756113943
1070,1056.0971481743616,0.9870066805367865
1125,1115.222145443115,0.9913085737272134
1143,1087.7679024867857,0.951677954931571
1107,1092.4611898403366,0.986866476820539
1074,1064.752070398069,0.9913892648026713
1135,1130.9059967689088,0.9963929486950739
1089,1074.0781320740932,0.9862976419413161
1148,1125.5750209607445,0.9804660461330527
1115,1083.1389926461898,0.9714251055122778
1065,1005.5134208308084,0.94414405711813
1121,1023.2699227873164,0.9128188428075972
1109,1050.6556546704192,0.9473901304512345
1058,1048.6923468624188,0.9912025962782787
1088,1069.7666934022554,0.9832414461417789
1196,1174.9296383679343,0.9823826407758648
1133,1116.8744562213672,0.9857673929579587
1091,1083.9084852497292,0.9934999864800451
1128,1115.338441124253,0.9887752137626357
1075,1062.52922092801,0.9883992752818699
1051,1042.42696970022,0.9918429778308469
1049,1003.1033690207539,0.9562472535946176
1104,1086.0591562805064,0.9837492357613282
1147,1132.0887704150791,0.9869997998387786
1120,1076.2308547310333,0.9609204060098512
1116,1107.789959365064,0.9926433327643943
1139,1113.7380990545535,0.9778209824886334
1073,1020.6150666127942,0.9511789996391372
1103,1048.6742469430756,0.9507472773735952
1099,1060.433676716552,0.9649078041096926
1136,1100.930119038993,0.9691286259146066
1063,1043.5806351140948,0.9817315476143883
1092,1063.2346851176767,0.973658136554649
1023,1005.5975403455169,0.9829887979917076
1153,1141.1978716116769,0.9897639823171526
1075,1067.5147464985928,0.9930369734870631
1084,1066.3172068327,0.9836874601777676
1128,1120.6738224308465,0.9935051617294738
1141,1132.1900898854549,0.9922787816699867
1068,1063.2734216055526,0.9955743647992066
1164,1105.9414682629704,0.9501215363083938
1060,1037.20529473608,0.9784955610717737
1159,1152.5914810845043,0.9944706480453014
1129,1121.575968529647,0.9934242413902985
1123,1106.0548081359896,0.9849107819554671
1137,1117.794211291979,0.9831083652524002
1138,1068.2598299826457,0.938716898051534
1090,1075.5651666703338,0.9867570336425081
1082,1069.5479530409723,0.9884916386700299
1132,1115.4054941260779,0.9853405425142031
1083,1076.1188605525413,0.9936462239635654
1066,1060.4779540278828,0.99481984430383
1094,1070.3334067904873,0.9783669166275021
1097,1074.4939109539152,0.9794839662296402
1078,1071.0152575968114,0.9935206471213464
1077,1056.9633887860853,0.981395904165353
1079,1012.4777461166184,0.9383482355112311
1103,1037.476965663224,0.9405956171017444
1068,1010.326833936347,0.9459989081801002
1034,987.9154359036595,0.9554307890751059
1091,1061.9644889061715,0.9733863326362708
1124,1117.8759610452892,0.9945515667662715
1132,1116.8826616052777,0.9866454607820474
1031,1022.1597803716559,0.9914255871694043
1086,1062.9646277538918,0.9787887916702503
1064,1031.4666116623189,0.9694235072014276
1061,1044.7007156994828,0.9846378093303325
1054,1048.215419116254,0.9945117828427458
1097,1072.7743636092712,0.9779164663712591
1066,1026.5158832327343,0.9629604908374618
1099,1011.5280686066944,0.9204077057385754
1092,1027.6689162389368,0.9410887511345576
1097,1027.590789502029,0.9367281581604641
1100,1020.7263661797986,0.9279330601634532
1051,1018.2317229630454,0.9688218106213562
1104,1080.5271170018182,0.978738330617589
1112,1081.124256418441,0.9722340435417636
1131,1104.4458723953824,0.9765215494212046
1111,1102.8349419277254,0.9926507128062334
1057,1055.8624350264565,0.9989237795898359
1081,1056.581338041946,0.9774110435170639
1134,1124.2293293905211,0.9913838883514295
1010,1002.4433821443054,0.9925182001428766
1072,1063.3278163546659,0.991910276450248
1096,1078.1849019569058,0.9837453485008265
