count,reward,mean_reward
1000,999.4938517893037,0.9994938517893037
1005,999.9165410199992,0.9949418318606956
1010,993.7923422762258,0.983952814134877
1015,1012.5332809278866,0.9975697349043218
1020,989.1537893237249,0.9697586169840441
1025,1023.1354957479306,0.9981809714613957
1030,1028.0386640302365,0.998095790320618
1035,1033.9507200999035,0.9989862029950758
1040,1037.8556171491218,0.9979380934126172
1045,1040.4082990776276,0.9956060278254809
1050,1045.3240521800628,0.9955467163619646
1055,1052.710514282429,0.9978298713577525
1060,1057.0566763058955,0.9972232795338637
1065,1050.537881271366,0.9864205457947097
1070,1008.5322397636287,0.942553495106195
1075,1018.2926823089714,0.9472490067990431
1080,1071.6433843786326,0.9922623929431783
1085,1042.7494791427678,0.9610594277813528
1090,1087.482031624864,0.9976899372705175
1095,1093.1392912877136,0.9983007226371814
1100,1098.6938590997652,0.9988125991816047
1105,1101.5806671174994,0.9969055811018094
1110,1095.4795731624429,0.9869185343805792
1115,1112.4520677115722,0.9977148589341455
1120,1103.1724007496737,0.9849753578122087
1125,1053.399540380398,0.9363551470047983
1130,1050.9007570097708,0.9300006699201512
1135,1050.9291227704432,0.9259287425290248
1140,1117.5309372600416,0.9802902958421418
1145,1130.1389247376112,0.987020894967346
1150,1141.0579138755973,0.9922242729353019
1155,1145.7287105948153,0.9919729096059007
1160,1155.3975320233556,0.9960323551925478
1165,1159.1413645639418,0.9949711283810659
1170,1161.6971045262665,0.992903508142108
1175,1161.9613634025538,0.9889032880021735
1180,1161.8159192526946,0.9845897620785548
1185,1173.6150909120806,0.9903924817823465
1190,1178.1606600842927,0.9900509748607501
1195,1187.7932048338432,0.9939692090659776
1200,1186.9829358377503,0.9891524465314586
1205,1178.1682122443233,0.9777329562193554
1210,1175.4382715012312,0.9714365880175464
1215,1204.280013057678,0.9911769654795703
1220,1202.2351797200367,0.9854386719016694
1225,1138.1727525162892,0.9291206142990116
1230,1199.123683877522,0.9748973039654649
1235,1189.110787383056,0.9628427428202883
1240,1181.3080685654263,0.9526677972301825
1245,1200.72198591667,0.9644353300535502
1250,1201.930812557784,0.9615446500462272
1245,1139.3140210392146,0.9151116634853129
1240,1197.4166648713463,0.9656586007026986
1235,1204.9548830483159,0.975671970079608
1230,1212.8052799967452,0.9860205528428823
1225,1184.1054387300808,0.966616684677617
1220,1174.1770896869705,0.9624402374483365
1215,1202.88055050855,0.9900251444514815
1210,1201.5046279586932,0.9929790313708208
1205,1157.4793544043862,0.9605637795887022
1200,1152.9241230609666,0.9607701025508055
1195,1184.6878447291315,0.9913705813632899
1190,1177.1212105404645,0.9891774878491298
1185,1154.2365194446122,0.9740392569152846
1180,1171.0440714041433,0.9924102300035113
1175,1113.7685755602758,0.9478881494130007
1170,1145.579696304826,0.9791279455596804
1165,1145.7684521886604,0.983492233638335
1160,1145.5619264800423,0.9875533848965882
1155,1145.6327348475406,0.9918898137208144
1150,1134.107667786847,0.9861805806842149
1145,1080.8648121272124,0.9439867354822816
1140,1056.6334972227453,0.9268714887918819
1135,1049.6012984207546,0.924758853234145
1130,1064.6735610762014,0.9421889921028331
1125,1097.602660986999,0.9756468097662212
1120,1114.5863306528422,0.9951663666543235
1115,1106.4755008064756,0.9923547092434758
1110,1104.981427158187,0.9954787632055738
1105,1099.3727136943508,0.9949074332075573
1100,1097.0054642453622,0.9972776947685111
1095,1087.723675373754,0.9933549546792275
1090,1080.060113234321,0.9908808378296524
1085,1075.9867377927212,0.991692845891909
1080,1029.7111560432309,0.9534362555955841
1075,1008.5207524162591,0.9381588394569852
1070,1007.4846525858029,0.9415744416689746
1065,989.8381493564706,0.9294254923534935
1060,978.7108565013867,0.9233121287748931
1055,1002.0856542827428,0.9498442220689505
1050,1047.008411089208,0.9971508677040076
1045,1042.6992913585168,0.9977983649363797
1040,1037.210882394987,0.997318156149026
1035,1032.4925376660162,0.9975773310782765
1030,1026.7178857620304,0.9968134813223596
1025,1022.8105644961505,0.9978639653620981
1020,1017.9062456066025,0.9979472996143162
1015,1012.0248276511588,0.9970687957154274
1010,1009.4806860247525,0.9994858277472797
1005,1002.3620458589687,0.9973751700089241
