total_reward,mean_reward
1000,993.8132397538943,0.9938132397538944
1005,984.783919051163,0.9798844965683214
1010,976.639043755887,0.9669693502533534
1015,1001.0502271807045,0.9862563814588222
1020,1003.9057463641069,0.9842213199648107
1025,1011.4307100664205,0.9867616683574834
1030,1019.6518709272054,0.9899532727448597
1035,1027.71456451062,0.9929609318943189
1040,1025.3528678836597,0.9859162191189035
1045,1034.175678690936,0.9896417977903693
1050,1028.9793011370016,0.9799802867971443
1055,1026.2804448428742,0.9727776728368476
1060,1043.2419605317182,0.9841905288035078
1065,1039.659017882619,0.9762056505940085
1070,1036.7472946994292,0.9689227053265693
1075,1017.9892836274037,0.9469667754673522
1080,1060.224590325433,0.981689435486512
1085,1067.736532473216,0.9840889700213972
1090,1077.2347345898272,0.9882887473301167
1095,1073.9614519624165,0.9807867141209283
1100,1068.2209077381851,0.9711099161256228
1105,1090.5271805689579,0.9869024258542605
1110,1082.5809561771334,0.9752981587181382
1115,1080.2172383790783,0.968804698097828
1120,1096.5144477409278,0.9790307569115427
1125,1030.817103804024,0.9162818700480214
1130,984.8622737642919,0.8715595343046831
1135,1001.2273542326316,0.8821386380904243
1140,1091.9708689522997,0.957869183291491
1145,1099.8758979105942,0.9605903038520474
1150,1126.0731119231418,0.9791940103679494
1155,1126.9922398924034,0.9757508570496999
1160,1129.685098086809,0.9738664638679387
1165,1130.878505552024,0.9707111635639691
1170,1091.586916793812,0.9329802707639419
1175,1132.3124138446556,0.9636701394422601
1180,1153.2924296988137,0.9773664658464524
1185,1075.4563466472248,0.9075580984364766
1190,1143.5242463536727,0.960944744835019
1195,1163.7078781002067,0.9738141239332274
1200,1170.2086275379063,0.9751738562815886
1205,1158.341988713218,0.9612796586831684
1210,1139.607415921388,0.9418243106788331
1215,1169.4285372414101,0.962492623243959
1220,1120.8728317665941,0.9187482227595034
1225,1129.0875161781107,0.9217040948392741
1230,1184.5746437781129,0.9630688160797666
1235,1186.4818033621777,0.9607140108195771
1240,1141.1178007643232,0.9202562909389703
1245,1204.0355509877281,0.9670968281025929
1250,1177.0643051791433,0.9416514441433146
1245,1192.9731046323732,0.9582113290219865
1240,1205.8169372876782,0.972433013941676
1235,1027.7645425950168,0.8321980101983941
1230,1186.8742174935353,0.9649383882061262
1225,1101.6921552386298,0.8993405348886774
1220,1163.1428928436692,0.9533958138062862
1215,1160.4635689081163,0.9551140484840464
1210,1156.6670249413146,0.9559231611085245
1205,1099.6733601960282,0.9125920001626789
1200,1154.2441711295362,0.9618701426079468
1195,1109.7519271734143,0.9286627005635266
1190,1156.773489533415,0.9720785626331218
1185,1149.4456948693069,0.969996366978318
1180,1091.7320396446817,0.9251966437666794
1175,1107.5113296747993,0.9425628337657866
1170,1145.555003462739,0.9791068405664436
1165,1143.6620329868815,0.9816841484865936
1160,1099.9614024504463,0.9482425883193503
1155,1091.9025419271459,0.945370166170689
1150,1111.0230630149279,0.9661070113173286
1145,1051.036171647068,0.9179355210891423
1140,1014.3878803975879,0.8898139301733227
1135,1039.2943561219397,0.9156778468034711
1130,1026.0867598141135,0.9080413803664722
1125,1079.4509941602919,0.9595119948091484
1120,1079.6951543129323,0.9640135306365467
1115,1088.463858848629,0.9762007702678286
1110,1086.0611377949012,0.978433457472884
1105,1078.1140577865738,0.9756688305760849
1100,1042.0901768413526,0.9473547062194114
1095,1057.1412139660715,0.9654257661790607
1090,1058.7925283516115,0.9713692920656987
1085,1049.187659016158,0.9669932341162747
1080,1034.3540591789301,0.9577352399804908
1075,1042.920937611607,0.9701590117317275
1070,995.7202495861989,0.9305796725104662
1065,1032.1046251593627,0.9691123240932984
1060,1038.2032438669173,0.9794370225159598
1055,1033.439237423893,0.9795632582216995
1050,1037.1479300957474,0.9877599334245213
1045,1031.3421325427419,0.9869302703758296
1040,1014.8860713142396,0.9758519916483074
1035,1024.3334926787093,0.9896941958248399
1030,1010.7814814027022,0.9813412440802933
1025,1012.1308880724589,0.9874447688511794
1020,1010.7385630621048,0.9909201598648086
1015,1006.4679357598287,0.9915940253791415
1010,1004.811014719431,0.9948623908113178
1005,994.5387168176285,0.9895907630026154
