total_reward,mean_reward
1000,999.3901060676045,0.9993901060676045
1005,995.7146641319662,0.9907608598328022
1010,990.6395026690604,0.980831190761446
1015,1009.9480929862392,0.9950227517105805
1020,1013.4073890360755,0.9935366559177211
1025,1021.2409183995317,0.9963326033166162
1030,1025.9505060285337,0.9960684524548871
1035,1031.755886514901,0.9968655908356532
1040,1034.0038141186185,0.9942344366525178
1045,1041.994548205513,0.9971239695746535
1050,1036.6042181520982,0.9872421125258077
1055,1042.333498575149,0.9879938375119895
1060,1055.1760875304242,0.9954491391796455
1065,1047.3805308667413,0.9834558975274567
1070,1031.4097662229626,0.9639343609560398
1075,1022.1493986193805,0.9508366498784935
1080,1070.4389765121425,0.991147200474206
1085,1081.5001048875104,0.9967742902189035
1090,1086.5277081964723,0.9968144111894242
1095,1091.3828236440454,0.9966966425973017
1100,1082.9821509759495,0.984529228159954
1105,1100.0149266581898,0.9954886214101265
1110,1093.8215757405958,0.9854248430095458
1115,1094.2942986011194,0.9814298642162506
1120,1107.6189785046886,0.9889455165220434
1125,1055.446241898662,0.9381744372432551
1130,1008.016281934915,0.8920498070220487
1135,1025.7695586022264,0.9037617256407281
1140,1103.3304512056557,0.9678337291277681
1145,1122.69497789941,0.9805196313531966
1150,1143.1525644717942,0.9940457082363428
1155,1143.8010177501326,0.9903039114719763
1160,1146.0514213421145,0.9879753632259608
1165,1151.6042588537223,0.9885015097456844
1170,1122.7068231505464,0.9595784813252534
1175,1150.2254639892917,0.9789152885015249
1180,1171.5231411580598,0.9928162213203897
1185,1107.9422134589925,0.934972332032905
1190,1162.3136098236937,0.9767341259022636
1195,1182.7758801788311,0.9897706110283105
1200,1189.8862604733322,0.9915718837277768
1205,1189.036494092071,0.9867522772548307
1210,1171.2437485139606,0.9679700400941823
1215,1198.178101655827,0.9861548161776355
1220,1175.9228521284153,0.9638711902691929
1225,1163.979732722715,0.950187536916502
1230,1201.4888067153015,0.9768201680612207
1235,1207.4472881089682,0.977690111829124
1240,1177.1271415175509,0.9492960818689926
1245,1222.5415170978088,0.9819610579098865
1250,1204.207623920319,0.9633660991362553
1245,1222.8812331773959,0.98223392223084
1240,1220.9014217927534,0.9845979208006076
1235,1056.759903717005,0.8556760353983847
1230,1209.1662413623062,0.9830619848474034
1225,1147.3941921515004,0.9366483201236738
1220,1194.0928466001515,0.9787646283607799
1215,1184.1944533016872,0.9746456405775203
1210,1188.1368486767374,0.98193127989813
1205,1142.217152904082,0.9478980522025577
1200,1175.8058804150035,0.9798382336791696
1195,1151.8914729043206,0.9639259187483854
1190,1174.0104798795921,0.9865634284702455
1185,1170.7165424317507,0.9879464493094943
1180,1105.215521841656,0.9366233235946237
1175,1125.784406494882,0.9581143885062825
1170,1161.7444547211164,0.9929439783941166
1165,1159.3950570476804,0.9951888901696828
1160,1117.5540067526956,0.9634086265109445
1155,1117.1891462439962,0.967263330081382
1150,1123.646870103372,0.9770842348724974
1145,1067.640153223119,0.9324368150420252
1140,1035.7548284309748,0.9085568670447147
1135,1061.1909478104083,0.9349699980708442
1130,1042.69844475238,0.922741986506531
1125,1094.8132566622246,0.9731673392553107
1120,1093.3588016233678,0.9762132157351497
1115,1104.2054391854765,0.990318779538544
1110,1104.9583251354452,0.9954579505724731
1105,1090.2881828591583,0.9866861383340799
1100,1063.4601457052026,0.9667819506410933
1095,1068.7201241707617,0.9760001133979559
1090,1068.9164846342844,0.9806573253525546
1085,1065.5064601530273,0.9820336038276749
1080,1032.2273411688361,0.9557660566378112
1075,1025.7440224475495,0.9541804859977204
1070,984.1312405749131,0.9197488229672085
1065,1009.0759049951357,0.9474891126714889
1060,1018.824929742651,0.9611555940968405
1055,1019.0354786753563,0.9659104063273519
1050,1045.1668201745288,0.9953969715947893
1045,1039.017517420238,0.994275136287309
1040,1027.4991392135598,0.9879799415514998
1035,1031.5270489805534,0.9966444917686507
1030,1022.2177625616126,0.9924444296714686
1025,1019.8012316806401,0.9949280309079416
1020,1018.247706138373,0.9982820648415421
1015,1013.5462876344104,0.9985677710683847
1010,1009.1769386295352,0.9991850877520151
1005,1003.0316498592681,0.9980414426460379
